9 Jan 2017
Asia,0.20000000000000004
America,0.7333333333333334
Africa,0.7333333333333334
Europe,0.7333333333333334
South America,0.7333333333333334
Middle East,0.7333333333333334
10 Jan 2017
Asia,0.30000000000000004
America,0.5333333333333333
Africa,0.6
Europe,0.6666666666666666
South America,0.4666666666666666
Middle East,0.5333333333333333
11 Jan 2017
Asia,0.4666666666666666
America,-0.09333333333333334
Africa,0.3666666666666667
Europe,0.43333333333333335
South America,0.3666666666666667
Middle East,0.39999999999999997
